timestamp(ms),rx1 ,rx2 ,rx3 ,rx4 ,rx5 ,rx6 ,rx7 ,rx8 ,
"1712614931.739","1456","1080","1464","1468",,,,,
"1712614931.74",,,,,"1048","1880","1604","1508",
"1712614931.761","1460","1076","1464",,,,,,
"1712614931.762",,,,"1464","1048","1880","1604",,
"1712614931.763",,,,,,,,"1508",
"1712614931.783","1460","1076",,,,,,,
"1712614931.784",,,"1464","1468","1048","1880",,,
"1712614931.785",,,,,,,"1608","1508",
"1712614931.805","1460","1076",,,,,,,
"1712614931.806",,,"1464","1472","1044",,,,
"1712614931.807",,,,,,"1880","1608","1508",
"1712614931.827","1460",,,,,,,,
"1712614931.828",,"1076","1464","1464",,,,,
"1712614931.829",,,,,"1048","1880","1608","1508",
"1712614931.85","1456","1076","1464","1468",,,,,
"1712614931.851",,,,,"1048","1876","1608",,
"1712614931.852",,,,,,,,"1508",
"1712614931.872","1460","1076","1468",,,,,,
"1712614931.873",,,,"1464","1048","1880",,,
"1712614931.874",,,,,,,"1604","1508",
"1712614931.894","1460","1076",,,,,,,
"1712614931.895",,,"1464","1468","1048","1876",,,
"1712614931.896",,,,,,,"1608","1508",
"1712614931.916","1460",,,,,,,,
"1712614931.917",,"1076","1464","1468","1048",,,,
"1712614931.918",,,,,,"1880","1604","1508",
"1712614931.939","1460","1076","1464","1464",,,,,
"1712614931.94",,,,,"1052","1876","1608","1508",
"1712614931.961","1460","1076","1464",,,,,,
"1712614931.962",,,,"1468","1048","1876","1608",,
"1712614931.963",,,,,,,,"1508",
"1712614931.983","1456","1076","1464",,,,,,
"1712614931.984",,,,"1468","1052","1876",,,
"1712614931.985",,,,,,,"1608","1504",
"1712614932.005","1460","1076",,,,,,,
"1712614932.006",,,"1468","1464","1052",,,,
"1712614932.007",,,,,,"1876","1608","1504",
"1712614932.027","1460",,,,,,,,
"1712614932.028",,"1076","1464","1468","1048",,,,
"1712614932.029",,,,,,"1880","1604","1508",
"1712614932.05","1460","1076","1468","1468",,,,,
"1712614932.051",,,,,"1048","1876","1608",,
"1712614932.052",,,,,,,,"1508",
"1712614932.072","1460","1076","1464",,,,,,
"1712614932.073",,,,"1468","1052","1876","1604",,
"1712614932.074",,,,,,,,"1512",
"1712614932.094","1460","1076",,,,,,,
"1712614932.095",,,"1464","1468","1048","1876",,,
"1712614932.096",,,,,,,"1608","1508",
"1712614932.116","1456",,,,,,,,
"1712614932.117",,"1076","1464","1468","1052",,,,
"1712614932.118",,,,,,"1876","1608","1508",
"1712614932.138","1460",,,,,,,,
"1712614932.139",,"1076","1464","1468",,,,,
"1712614932.14",,,,,"1048","1880","1608","1508",
"1712614932.161","1456","1080","1464",,,,,,
"1712614932.162",,,,"1464","1052","1876","1608",,
"1712614932.163",,,,,,,,"1512",
"1712614932.183","1460","1076","1464",,,,,,
"1712614932.184",,,,"1464","1052","1876",,,
"1712614932.185",,,,,,,"1608","1512",
"1712614932.205","1460","1076",,,,,,,
"1712614932.206",,,"1464","1464","1048",,,,
"1712614932.207",,,,,,"1880","1608","1508",
"1712614932.227","1464",,,,,,,,
"1712614932.228",,"1076","1460","1468","1048",,,,
"1712614932.229",,,,,,"1864","1608","1508",
"1712614932.25","1460","1072","1464","1468",,,,,
"1712614932.251",,,,,"1048","1852","1608",,
"1712614932.252",,,,,,,,"1508",
"1712614932.272","1464","1076","1464",,,,,,
"1712614932.273",,,,"1464","1052","1824","1604",,
"1712614932.274",,,,,,,,"1508",
"1712614932.294","1460","1076",,,,,,,
"1712614932.295",,,"1464","1468","1048","1808",,,
"1712614932.296",,,,,,,"1604","1508",
"1712614932.316","1460",,,,,,,,
"1712614932.317",,"1076","1464","1468","1048",,,,
"1712614932.318",,,,,,"1760","1608","1508",
"1712614932.338","1456",,,,,,,,
"1712614932.339",,"1080","1464","1464",,,,,
"1712614932.34",,,,,"1052","1668","1608","1508",
"1712614932.361","1460","1076","1464","1464",,,,,
"1712614932.362",,,,,"1052","1636","1608",,
"1712614932.363",,,,,,,,"1504",
"1712614932.383","1460","1076","1464",,,,,,
"1712614932.384",,,,"1464","1052","1560",,,
"1712614932.385",,,,,,,"1608","1508",
"1712614932.405","1460","1076",,,,,,,
"1712614932.406",,,"1464","1468","1048","1528",,,
"1712614932.407",,,,,,,"1608","1508",
"1712614932.427","1460",,,,,,,,
"1712614932.428",,"1076","1464","1468","1048",,,,
"1712614932.429",,,,,,"1456","1608","1508",
"1712614932.45","1456","1076","1464","1468",,,,,
"1712614932.451",,,,,"1048","1420","1608","1508",
"1712614932.472","1460","1076","1464",,,,,,
"1712614932.473",,,,"1468","1048","1344","1604",,
"1712614932.474",,,,,,,,"1512",
"1712614932.494","1460","1080",,,,,,,
"1712614932.495",,,"1460","1468","1048","1312",,,
"1712614932.496",,,,,,,"1608","1508",
"1712614932.516","1460","1076",,,,,,,
"1712614932.517",,,"1464","1468","1048",,,,
"1712614932.518",,,,,,"1244","1608","1508",
"1712614932.538","1460",,,,,,,,
"1712614932.539",,"1076","1464","1468",,,,,
"1712614932.54",,,,,"1048","1204","1608","1508",
"1712614932.561","1460","1080","1460","1468",,,,,
"1712614932.562",,,,,"1048","1180","1608",,
"1712614932.563",,,,,,,,"1508",
"1712614932.583","1460","1080","1464",,,,,,
"1712614932.584",,,,"1468","1048","1124","1608",,
"1712614932.585",,,,,,,,"1508",
"1712614932.605","1456","1080",,,,,,,
"1712614932.606",,,"1464","1464","1052","1092",,,
"1712614932.607",,,,,,,"1604","1508",
"1712614932.627","1460",,,,,,,,
"1712614932.628",,"1076","1464","1468","1048",,,,
"1712614932.629",,,,,,"1092","1604","1512",
"1712614932.649","1460",,,,,,,,
"1712614932.65",,"1076","1468","1464",,,,,
"1712614932.651",,,,,"1052","1048","1604","1512",
"1712614932.672","1460","1076","1464",,,,,,
"1712614932.673",,,,"1468","1048","1048","1608",,
"1712614932.674",,,,,,,,"1508",
"1712614932.694","1460","1076",,,,,,,
"1712614932.695",,,"1460","1468","1048","1048",,,
"1712614932.696",,,,,,,"1608","1508",
"1712614932.716","1460","1076",,,,,,,
"1712614932.717",,,"1464","1472","1044",,,,
"1712614932.718",,,,,,"1052","1608","1508",
"1712614932.738","1460",,,,,,,,
"1712614932.739",,"1076","1464","1468","1048",,,,
"1712614932.74",,,,,,"1048","1604","1508",
"1712614932.761","1460","1080","1464","1464",,,,,
"1712614932.762",,,,,"1052","1048","1608",,
"1712614932.763",,,,,,,,"1508",
"1712614932.783","1460","1076","1464",,,,,,
"1712614932.784",,,,"1468","1048","1048","1608",,
"1712614932.785",,,,,,,,"1508",
"1712614932.805","1456","1076",,,,,,,
"1712614932.806",,,"1468","1468","1048","1048",,,
"1712614932.807",,,,,,,"1604","1512",
"1712614932.827","1460",,,,,,,,
"1712614932.828",,"1076","1464","1468","1048",,,,
"1712614932.829",,,,,,"1048","1608","1512",
"1712614932.849","1456",,,,,,,,
"1712614932.85",,"1076","1468","1464",,,,,
"1712614932.851",,,,,"1052","1048","1604","1512",
"1712614932.872","1460","1076","1464","1468",,,,,
"1712614932.873",,,,,"1048","1048","1608",,
"1712614932.874",,,,,,,,"1508",
"1712614932.894","1460","1076","1468",,,,,,
"1712614932.895",,,,"1464","1052","1048",,,
"1712614932.896",,,,,,,"1604","1508",
"1712614932.916","1460","1076",,,,,,,
"1712614932.917",,,"1464","1468","1048","1048",,,
"1712614932.918",,,,,,,"1608","1508",
"1712614932.938","1460",,,,,,,,
"1712614932.939",,"1076","1464","1468","1048",,,,
"1712614932.94",,,,,,"1052","1608","1504",
"1712614932.96","1460",,,,,,,,
"1712614932.961",,"1072","1468","1464",,,,,
"1712614932.962",,,,,"1052","1048","1604","1512",
"1712614932.983","1460","1076","1464","1468",,,,,
"1712614932.984",,,,,"1048","1048","1608",,
"1712614932.985",,,,,,,,"1508",
"1712614933.005","1456","1076","1464",,,,,,
"1712614933.006",,,,"1468","1048","1048","1608",,
"1712614933.007",,,,,,,,"1508",
"1712614933.027","1460","1076",,,,,,,
"1712614933.028",,,"1464","1468","1048","1052",,,
"1712614933.029",,,,,,,"1608","1508",
"1712614933.049","1460",,,,,,,,
"1712614933.05",,"1076","1468","1468","1048",,,,
"1712614933.051",,,,,,"1048","1616","1508",
"1712614933.071","1460",,,,,,,,
"1712614933.072",,"1076","1464","1468",,,,,
"1712614933.073",,,,,"1048","1052","1620","1512",
"1712614933.094","1456","1076","1468","1464",,,,,
"1712614933.095",,,,,"1048","1048","1648",,
"1712614933.096",,,,,,,,"1512",
"1712614933.116","1460","1076","1464",,,,,,
"1712614933.117",,,,"1468","1048","1048","1664",,
"1712614933.118",,,,,,,,"1508",
"1712614933.138","1460","1076",,,,,,,
"1712614933.139",,,"1464","1468","1048","1048",,,
"1712614933.14",,,,,,,"1700","1508",
"1712614933.16","1456",,,,,,,,
"1712614933.161",,"1080","1464","1464","1048",,,,
"1712614933.162",,,,,,"1052","1760","1508",
"1712614933.182","1460",,,,,,,,
"1712614933.183",,"1072","1468","1464",,,,,
"1712614933.184",,,,,"1048","1052","1780","1508",
"1712614933.205","1456","1080","1464","1464",,,,,
"1712614933.206",,,,,"1048","1052","1836",,
"1712614933.207",,,,,,,,"1508",
"1712614933.227","1456","1080","1464",,,,,,
"1712614933.228",,,,"1464","1052","1048","1872",,
"1712614933.229",,,,,,,,"1508",
"1712614933.249","1460","1076",,,,,,,
"1712614933.25",,,"1464","1468","1048","1048",,,
"1712614933.251",,,,,,,"1880","1508",
"1712614933.271","1456",,,,,,,,
"1712614933.272",,"1080","1464","1464","1048",,,,
"1712614933.273",,,,,,"1048","1880","1508",
"1712614933.293","1456",,,,,,,,
"1712614933.294",,"1076","1464","1464",,,,,
"1712614933.295",,,,,"1052","1048","1880","1508",
"1712614933.316","1460","1076","1464","1464",,,,,
"1712614933.317",,,,,"1048","1052","1876",,
"1712614933.318",,,,,,,,"1508",
"1712614933.338","1460","1072","1468",,,,,,
"1712614933.339",,,,"1464","1048","1048",,,
"1712614933.34",,,,,,,"1884","1504",
"1712614933.36","1460","1076",,,,,,,
"1712614933.361",,,"1464","1464","1052","1048",,,
"1712614933.362",,,,,,,"1876","1508",
"1712614933.382","1460",,,,,,,,
"1712614933.383",,"1076","1464","1468","1048",,,,
"1712614933.384",,,,,,"1048","1880","1508",
"1712614933.405","1456","1080","1464","1468",,,,,
"1712614933.406",,,,,"1048","1048","1880","1508",
"1712614933.427","1460","1080","1464",,,,,,
"1712614933.428",,,,"1468","1048","1048","1876",,
"1712614933.429",,,,,,,,"1508",
"1712614933.449","1460","1076",,,,,,,
"1712614933.45",,,"1464","1468","1048","1048",,,
"1712614933.451",,,,,,,"1880","1508",
"1712614933.471","1456","1076",,,,,,,
"1712614933.472",,,"1464","1468","1048",,,,
"1712614933.473",,,,,,"1048","1880","1508",
"1712614933.493","1460",,,,,,,,
"1712614933.494",,"1076","1468","1464",,,,,
"1712614933.495",,,,,"1052","1048","1880","1508",
"1712614933.516","1460","1076","1464","1468",,,,,
"1712614933.517",,,,,"1048","1048","1880",,
"1712614933.518",,,,,,,,"1508",
"1712614933.538","1456","1080","1464",,,,,,
"1712614933.539",,,,"1468","1048","1052",,,
"1712614933.54",,,,,,,"1876","1508",
"1712614933.56","1456","1076",,,,,,,
"1712614933.561",,,"1468","1464","1048","1048",,,
"1712614933.562",,,,,,,"1880","1508",
"1712614933.582","1460",,,,,,,,
"1712614933.583",,"1076","1464","1468","1052",,,,
"1712614933.584",,,,,,"1048","1876","1512",
"1712614933.605","1460","1076","1464","1464",,,,,
"1712614933.606",,,,,"1052","1048","1876","1512",
"1712614933.627","1460","1076","1464",,,,,,
"1712614933.628",,,,"1464","1052","1048","1880",,
"1712614933.629",,,,,,,,"1508",
"1712614933.649","1460","1076",,,,,,,
"1712614933.65",,,"1464","1468","1048","1048",,,
"1712614933.651",,,,,,,"1880","1508",
"1712614933.671","1460","1076",,,,,,,
"1712614933.672",,,"1464","1468","1052",,,,
"1712614933.673",,,,,,"1048","1876","1512",
"1712614933.693","1460",,,,,,,,
"1712614933.694",,"1076","1464","1468",,,,,
"1712614933.695",,,,,"1048","1048","1880","1508",
"1712614933.716","1456","1076","1464","1468",,,,,
"1712614933.717",,,,,"1048","1048","1880",,
"1712614933.718",,,,,,,,"1508",
"1712614933.738","1464","1076","1464",,,,,,
"1712614933.748",,,,"1464","1052","1048","1880","1508",
"1712614933.76","1456","1080",,,,,,,
"1712614933.761",,,"1464","1468","1048","1048",,,
"1712614933.762",,,,,,,"1876","1508",
"1712614933.782","1460",,,,,,,,
"1712614933.783",,"1076","1464","1464","1052",,,,
"1712614933.784",,,,,,"1048","1880","1508",
"1712614933.805","1460","1076","1464","1468",,,,,
"1712614933.806",,,,,"1048","1048","1876","1508",
"1712614933.827","1460","1076","1464",,,,,,
"1712614933.828",,,,"1464","1048","1052","1876",,
"1712614933.829",,,,,,,,"1512",
"1712614933.849","1456","1076",,,,,,,
"1712614933.85",,,"1468","1464","1048","1048",,,
"1712614933.851",,,,,,,"1880","1508",
"1712614933.871","1460","1076",,,,,,,
"1712614933.872",,,"1464","1468","1048",,,,
"1712614933.873",,,,,,"1048","1876","1508",
"1712614933.893","1464",,,,,,,,
"1712614933.894",,"1076","1464","1464","1048",,,,
"1712614933.895",,,,,,"1052","1876","1508",
"1712614933.916","1460","1076","1464","1468",,,,,
"1712614933.917",,,,,"1048","1048","1876",,
"1712614933.918",,,,,,,,"1512",
"1712614933.938","1460","1076","1464",,,,,,
"1712614933.939",,,,"1468","1048","1048","1880",,
"1712614933.94",,,,,,,,"1508",
"1712614933.96","1460","1080",,,,,,,
"1712614933.961",,,"1464","1464","1048","1052",,,
"1712614933.962",,,,,,,"1876","1508",
"1712614933.982","1460",,,,,,,,
"1712614933.983",,"1080","1464","1464","1048",,,,
"1712614933.984",,,,,,"1052","1876","1508",
"1712614934.004","1456",,,,,,,,
"1712614934.005",,"1080","1464","1464",,,,,
"1712614934.006",,,,,"1048","1048","1880","1508",
"1712614934.027","1456","1076","1468","1464",,,,,
"1712614934.028",,,,,"1048","1048","1880",,
"1712614934.029",,,,,,,,"1508",
"1712614934.049","1460","1076","1464",,,,,,
"1712614934.05",,,,"1464","1048","1052",,,
"1712614934.051",,,,,,,"1876","1508",
"1712614934.071","1460","1076",,,,,,,
"1712614934.072",,,"1464","1464","1048","1052",,,
"1712614934.073",,,,,,,"1876","1508",
"1712614934.093","1460",,,,,,,,
"1712614934.094",,"1072","1468","1464","1048",,,,
"1712614934.095",,,,,,"1052","1876","1508",
"1712614934.115","1460",,,,,,,,
"1712614934.116",,"1080","1464","1464",,,,,
"1712614934.117",,,,,"1048","1052","1876","1508",
"1712614934.138","1460","1076","1464","1468",,,,,
"1712614934.139",,,,,"1048","1052","1872",,
"1712614934.14",,,,,,,,"1508",
"1712614934.16","1456","1080","1464",,,,,,
"1712614934.161",,,,"1464","1052","1048",,,
"1712614934.162",,,,,,,"1804","1508",
"1712614934.182","1460","1076",,,,,,,
"1712614934.183",,,"1464","1468","1048","1052",,,
"1712614934.184",,,,,,,"1760","1508",
"1712614934.204","1460",,,,,,,,
"1712614934.205",,"1076","1464","1464","1052",,,,
"1712614934.206",,,,,,"1048","1736","1508",
"1712614934.226","1460",,,,,,,,
"1712614934.227",,"1076","1464","1468",,,,,
"1712614934.228",,,,,"1048","1052","1692","1508",
"1712614934.256","1460","1080",,,,,,,
"1712614934.257",,,"1460","1468","1048","1048","1676","1512",
"1712614934.271","1460","1076","1464",,,,,,
"1712614934.272",,,,"1468","1048","1048","1636",,
"1712614934.273",,,,,,,,"1508",
"1712614934.293","1460","1076",,,,,,,
"1712614934.294",,,"1464","1468","1048","1048",,,
"1712614934.295",,,,,,,"1608","1508",
"1712614934.315","1460",,,,,,,,
"1712614934.316",,"1076","1464","1468","1048",,,,
"1712614934.317",,,,,,"1048","1544","1504",
"1712614934.337","1460",,,,,,,,
"1712614934.338",,"1076","1460","1468",,,,,
"1712614934.339",,,,,"1052","1048","1500","1504",
"1712614934.36","1460","1072","1464","1468",,,,,
"1712614934.361",,,,,"1048","1052","1380",,
"1712614934.362",,,,,,,,"1508",
"1712614934.382","1460","1076","1464",,,,,,
"1712614934.383",,,,"1468","1048","1052","1328",,
"1712614934.384",,,,,,,,"1508",
"1712614934.404","1456","1076",,,,,,,
"1712614934.405",,,"1464","1468","1048","1048",,,
"1712614934.406",,,,,,,"1308","1512",
"1712614934.426","1460",,,,,,,,
"1712614934.427",,"1076","1464","1468","1048",,,,
"1712614934.428",,,,,,"1048","1260","1508",
"1712614934.448","1460",,,,,,,,
"1712614934.449",,"1076","1464","1464",,,,,
"1712614934.45",,,,,"1052","1048","1236","1508",
"1712614934.471","1460","1076","1464","1464",,,,,
"1712614934.472",,,,,"1048","1048","1200",,
"1712614934.473",,,,,,,,"1508",
"1712614934.493","1460","1076","1464",,,,,,
"1712614934.494",,,,"1472","1044","1048",,,
"1712614934.495",,,,,,,"1184","1508",
"1712614934.515","1460","1076",,,,,,,
"1712614934.516",,,"1460","1468","1048","1048",,,
"1712614934.517",,,,,,,"1144","1508",
"1712614934.537","1460",,,,,,,,
"1712614934.538",,"1076","1460","1468","1052",,,,
"1712614934.539",,,,,,"1048","1124","1504",
"1712614934.56","1460","1076","1464","1464",,,,,
"1712614934.561",,,,,"1048","1052","1080",,
"1712614934.562",,,,,,,,"1508",
"1712614934.582","1460","1076","1464",,,,,,
"1712614934.583",,,,"1464","1048","1052","1060",,
"1712614934.584",,,,,,,,"1508",
"1712614934.604","1460","1076",,,,,,,
"1712614934.605",,,"1464","1464","1048","1052",,,
"1712614934.606",,,,,,,"1060","1508",
"1712614934.626","1460",,,,,,,,
"1712614934.627",,"1076","1464","1468","1048",,,,
"1712614934.628",,,,,,"1048","1060","1508",
"1712614934.648","1456",,,,,,,,
"1712614934.649",,"1076","1464","1468",,,,,
"1712614934.65",,,,,"1048","1048","1064","1504",
"1712614934.671","1460","1076","1464","1464",,,,,
"1712614934.672",,,,,"1048","1048","1064",,
"1712614934.673",,,,,,,,"1504",
"1712614934.693","1456","1080","1460",,,,,,
"1712614934.694",,,,"1468","1048","1048","1060",,
"1712614934.695",,,,,,,,"1508",
"1712614934.715","1456","1076",,,,,,,
"1712614934.716",,,"1464","1468","1048","1048",,,
"1712614934.717",,,,,,,"1060","1508",
"1712614934.737","1460",,,,,,,,
"1712614934.738",,"1076","1460","1468","1048",,,,
"1712614934.739",,,,,,"1048","1064","1508",
"1712614934.766","1460",,,,,,,,
"1712614934.767",,"1076","1464","1464","1048","1048","1064","1508",
"1712614934.782","1460","1076","1464","1464",,,,,
"1712614934.783",,,,,"1052","1048","1060",,
"1712614934.784",,,,,,,,"1508",
"1712614934.804","1460","1076","1464",,,,,,
"1712614934.805",,,,"1468","1048","1048","1060",,
"1712614934.806",,,,,,,,"1508",
"1712614934.826","1456","1076",,,,,,,
"1712614934.827",,,"1464","1468","1048","1048",,,
"1712614934.828",,,,,,,"1060","1512",
"1712614934.848","1460","1076",,,,,,,
"1712614934.849",,,"1460","1468","1048",,,,
"1712614934.85",,,,,,"1048","1064","1508",
"1712614934.87","1460",,,,,,,,
"1712614934.871",,"1076","1464","1464",,,,,
"1712614934.872",,,,,"1048","1052","1060","1508",
"1712614934.893","1456","1076","1464","1464",,,,,
"1712614934.894",,,,,"1052","1048","1060",,
"1712614934.895",,,,,,,,"1508",
"1712614934.915","1460","1076","1464",,,,,,
"1712614934.916",,,,"1468","1048","1048",,,
"1712614934.917",,,,,,,"1060","1508",
"1712614934.937","1460","1076",,,,,,,
"1712614934.938",,,"1464","1464","1052","1048",,,
"1712614934.939",,,,,,,"1060","1508",
"1712614934.959","1456",,,,,,,,
"1712614934.96",,"1076","1464","1468","1048",,,,
"1712614934.961",,,,,,"1048","1060","1508",
"1712614934.982","1460","1072","1464","1468",,,,,
"1712614934.983",,,,,"1048","1048","1060",,
"1712614934.984",,,,,,,,"1508",
"1712614935.004","1456","1076","1464",,,,,,
"1712614935.005",,,,"1468","1048","1048","1064",,
"1712614935.006",,,,,,,,"1508",
"1712614935.026","1460","1076",,,,,,,
"1712614935.027",,,"1464","1468","1048","1052",,,
"1712614935.028",,,,,,,"1060","1508",
"1712614935.048","1460","1080",,,,,,,
"1712614935.049",,,"1460","1468","1048",,,,
"1712614935.05",,,,,,"1048","1064","1508",
"1712614935.07","1460",,,,,,,,
"1712614935.071",,"1076","1464","1468",,,,,
"1712614935.072",,,,,"1048","1048","1064","1508",
"1712614935.093","1460","1076","1464","1468",,,,,
"1712614935.094",,,,,"1048","1048","1060",,
"1712614935.095",,,,,,,,"1512",
"1712614935.115","1456","1076","1464",,,,,,
"1712614935.116",,,,"1468","1048","1052","1060",,
"1712614935.117",,,,,,,,"1508",
"1712614935.137","1460",,,,,,,,
"1712614935.138",,"1076","1464","1468","1048","1052",,,
"1712614935.139",,,,,,,"1060","1508",
"1712614935.159","1460","1080",,,,,,,
"1712614935.16",,,"1460","1468","1052",,,,
"1712614935.161",,,,,,"1048","1060","1508",
"1712614935.181","1460",,,,,,,,
"1712614935.182",,"1076","1464","1468","1048",,,,
"1712614935.183",,,,,,"1048","1064","1508",
"1712614935.204","1460","1076","1464","1464",,,,,
"1712614935.205",,,,,"1048","1052","1060",,
"1712614935.206",,,,,,,,"1508",
"1712614935.226","1460","1076","1464",,,,,,
"1712614935.227",,,,"1464","1052","1048","1060",,
"1712614935.228",,,,,,,,"1508",
"1712614935.248","1456","1076",,,,,,,
"1712614935.249",,,"1464","1468","1048","1048",,,
"1712614935.25",,,,,,,"1060","1508",
"1712614935.276","1456","1080",,,,,,,
"1712614935.277",,,"1460","1468","1048","1048","1060","1512",
"1712614935.292","1456",,,,,,,,
"1712614935.293",,"1076","1464","1464",,,,,
"1712614935.294",,,,,"1052","1048","1060","1508",
"1712614935.315","1460","1076","1464",,,,,,
"1712614935.316",,,,"1468","1048","1048","1064",,
"1712614935.317",,,,,,,,"1508",
"1712614935.337","1460",,,,,,,,
"1712614935.338",,"1076","1464","1464","1048","1048",,,
"1712614935.339",,,,,,,"1064","1508",
"1712614935.359","1460","1076",,,,,,,
"1712614935.36",,,"1464","1464","1052","1048",,,
"1712614935.361",,,,,,,"1080","1508",
"1712614935.381","1456",,,,,,,,
"1712614935.382",,"1076","1464","1464","1052",,,,
"1712614935.383",,,,,,"1048","1112","1508",
"1712614935.404","1460","1076","1464","1464",,,,,
"1712614935.405",,,,,"1052","1048","1176",,
"1712614935.406",,,,,,,,"1508",
"1712614935.426","1460","1076","1464",,,,,,
"1712614935.427",,,,"1468","1048","1048","1200",,
"1712614935.428",,,,,,,,"1508",
"1712614935.448","1460","1076",,,,,,,
"1712614935.449",,,"1468","1464","1048","1048",,,
"1712614935.45",,,,,,,"1248","1508",
"1712614935.47","1460","1076",,,,,,,
"1712614935.471",,,"1464","1468","1048",,,,
"1712614935.472",,,,,,"1048","1264","1508",
"1712614935.492","1456",,,,,,,,
"1712614935.493",,"1084","1456","1468","1048",,,,
"1712614935.494",,,,,,"1048","1324","1508",
"1712614935.515","1460","1076","1464","1468",,,,,
"1712614935.516",,,,,"1048","1048","1348",,
"1712614935.517",,,,,,,,"1508",
"1712614935.537","1456","1080","1464",,,,,,
"1712614935.538",,,,"1468","1048","1048","1408",,
"1712614935.539",,,,,,,,"1508",
"1712614935.559","1456","1080",,,,,,,
"1712614935.56",,,"1464","1464","1052","1048",,,
"1712614935.561",,,,,,,"1428","1508",
"1712614935.581","1460","1076",,,,,,,
"1712614935.582",,,"1468","1464","1048",,,,
"1712614935.583",,,,,,"1052","1440","1508",
"1712614935.603","1460",,,,,,,,
"1712614935.604",,"1076","1464","1468","1048",,,,
"1712614935.605",,,,,,"1048","1464","1508",
"1712614935.626","1460","1076","1468","1464",,,,,
"1712614935.627",,,,,"1048","1052","1472","1508",
"1712614935.648","1460","1076","1468",,,,,,
"1712614935.649",,,,"1464","1048","1052","1504",,
"1712614935.65",,,,,,,,"1508",
"1712614935.67","1460","1076",,,,,,,
"1712614935.671",,,"1464","1468","1048","1048",,,
"1712614935.672",,,,,,,"1516","1508",
"1712614935.692","1460","1076",,,,,,,
"1712614935.693",,,"1464","1464","1048",,,,
"1712614935.694",,,,,,"1052","1556","1508",
"1712614935.714","1456",,,,,,,,
"1712614935.715",,"1080","1464","1464","1048",,,,
"1712614935.716",,,,,,"1052","1576","1508",
"1712614935.737","1456","1080","1464","1468",,,,,
"1712614935.738",,,,,"1048","1048","1624","1512",
"1712614935.759","1460","1076","1464",,,,,,
"1712614935.76",,,,"1468","1048","1048","1648",,
"1712614935.761",,,,,,,,"1508",
"1712614935.786","1460","1076","1464","1468","1048","1048","1740","1508",
"1712614935.803","1460",,,,,,,,
"1712614935.804",,"1076","1464","1468","1048",,,,
"1712614935.805",,,,,,"1048","1800","1508",
"1712614935.825","1460",,,,,,,,
"1712614935.826",,"1076","1464","1468",,,,,
"1712614935.827",,,,,"1048","1052","1824","1508",
"1712614935.848","1460","1076","1464",,,,,,
"1712614935.849",,,,"1468","1048","1052","1868",,
"1712614935.85",,,,,,,,"1508",
"1712614935.87","1460","1076","1464",,,,,,
"1712614935.871",,,,"1468","1048","1048",,,
"1712614935.872",,,,,,,"1880","1508",
"1712614935.892","1460","1076",,,,,,,
"1712614935.893",,,"1464","1468","1048",,,,
"1712614935.894",,,,,,"1048","1880","1508",
"1712614935.914","1460",,,,,,,,
"1712614935.915",,"1076","1464","1468","1048",,,,
"1712614935.916",,,,,,"1048","1880","1508",
"1712614935.937","1460","1076","1464","1468",,,,,
"1712614935.938",,,,,"1048","1048","1880","1508",
"1712614935.959","1460","1076","1464",,,,,,
"1712614935.96",,,,"1468","1048","1048","1880",,
"1712614935.961",,,,,,,,"1508",
"1712614935.981","1460","1076",,,,,,,
"1712614935.982",,,"1464","1464","1052","1048",,,
"1712614935.983",,,,,,,"1876","1512",
"1712614936.003","1456",,,,,,,,
"1712614936.004",,"1076","1464","1464","1052",,,,
"1712614936.005",,,,,,"1048","1876","1508",
"1712614936.025","1460",,,,,,,,
"1712614936.026",,"1076","1464","1468",,,,,
"1712614936.027",,,,,"1052","1044","1880","1508",
"1712614936.048","1460","1076","1464","1468",,,,,
"1712614936.049",,,,,"1048","1048","1880",,
"1712614936.05",,,,,,,,"1504",
"1712614936.07","1456","1076","1464",,,,,,
"1712614936.071",,,,"1468","1048","1052",,,
"1712614936.072",,,,,,,"1876","1508",
"1712614936.092","1460","1076",,,,,,,
"1712614936.093",,,"1464","1464","1048","1048",,,
"1712614936.094",,,,,,,"1880","1508",
"1712614936.114","1460",,,,,,,,
"1712614936.115",,"1076","1464","1468","1048",,,,
"1712614936.116",,,,,,"1048","1876","1508",
"1712614936.137","1460","1076","1464","1468",,,,,
"1712614936.138",,,,,"1048","1048","1876","1508",
"1712614936.159","1460","1076","1464",,,,,,
"1712614936.16",,,,"1468","1048","1048","1880",,
"1712614936.161",,,,,,,,"1508",
"1712614936.181","1460","1080",,,,,,,
"1712614936.182",,,"1464","1464","1048","1048",,,
"1712614936.183",,,,,,,"1880","1508",
"1712614936.203","1460",,,,,,,,
"1712614936.204",,"1080","1464",,,,,,
"1712614936.205",,,,"1464","1048","1052","1880","1508",
"1712614936.225","1460",,,,,,,,
"1712614936.226",,"1076","1464","1468",,,,,
"1712614936.227",,,,,"1048","1048","1876","1508",
"1712614936.248","1460","1076","1464","1468",,,,,
"1712614936.249",,,,,"1048","1048","1880",,
"1712614936.25",,,,,,,,"1508",
"1712614936.27","1460",,,,,,,,
"1712614936.271",,"1076","1464","1464","1052","1048",,,
"1712614936.272",,,,,,,"1876","1508",
"1712614936.295","1460","1072","1468","1464","1048","1048","1880","1508",
"1712614936.314","1456",,,,,,,,
"1712614936.315",,"1080","1464","1464","1052",,,,
